sid,id,minority,female,ses,mathach,size,catholic,pracad,disclim,himinty,meanses
S360,1462,minority,male,-0.758,7.718,530,catholic,0.46,-0.287,1,-0.663
S361,1462,minority,male,-0.708,19.043,530,catholic,0.46,-0.287,1,-0.663
S362,1462,minority,male,-0.818,20.133,530,catholic,0.46,-0.287,1,-0.663
S363,1462,minority,male,-1.918,22.289,530,catholic,0.46,-0.287,1,-0.663
S364,1462,minority,male,-0.948,14.277,530,catholic,0.46,-0.287,1,-0.663
S365,1462,minority,male,-0.798,10.189,530,catholic,0.46,-0.287,1,-0.663
S366,1462,minority,male,-1.458,9.607,530,catholic,0.46,-0.287,1,-0.663
S367,1462,minority,male,-0.158,6.125,530,catholic,0.46,-0.287,1,-0.663
S368,1462,minority,male,-0.378,23.818,530,catholic,0.46,-0.287,1,-0.663
S369,1462,minority,male,-1.068,6.34,530,catholic,0.46,-0.287,1,-0.663
S370,1462,minority,male,-0.808,9.437,530,catholic,0.46,-0.287,1,-0.663
S371,1462,minority,male,-1.648,8.168,530,catholic,0.46,-0.287,1,-0.663
S372,1462,minority,male,-0.288,4.31,530,catholic,0.46,-0.287,1,-0.663
S373,1462,minority,male,-0.328,6.986,530,catholic,0.46,-0.287,1,-0.663
S374,1462,minority,male,-0.498,21.452,530,catholic,0.46,-0.287,1,-0.663
S375,1462,minority,male,-0.158,9.167,530,catholic,0.46,-0.287,1,-0.663
S376,1462,minority,male,-0.728,9.625,530,catholic,0.46,-0.287,1,-0.663
S377,1462,minority,male,-0.948,0.722,530,catholic,0.46,-0.287,1,-0.663
S378,1462,minority,male,-0.728,3.115,530,catholic,0.46,-0.287,1,-0.663
S379,1462,minority,male,-1.508,23.066,530,catholic,0.46,-0.287,1,-0.663
S380,1462,minority,male,-0.088,4.518,530,catholic,0.46,-0.287,1,-0.663
S381,1462,minority,male,-0.638,5.337,530,catholic,0.46,-0.287,1,-0.663
S382,1462,minority,male,-0.358,4.103,530,catholic,0.46,-0.287,1,-0.663
S383,1462,minority,male,-0.658,15.794,530,catholic,0.46,-0.287,1,-0.663
S384,1462,minority,male,-0.958,1.975,530,catholic,0.46,-0.287,1,-0.663
S385,1462,minority,male,-1.208,2.693,530,catholic,0.46,-0.287,1,-0.663
S386,1462,minority,male,-0.378,13.809,530,catholic,0.46,-0.287,1,-0.663
S387,1462,minority,male,-0.918,7.964,530,catholic,0.46,-0.287,1,-0.663
S388,1462,minority,male,0.222,2.142,530,catholic,0.46,-0.287,1,-0.663
S389,1462,minority,male,0.312,6.035,530,catholic,0.46,-0.287,1,-0.663
S390,1462,minority,male,-0.488,17.996,530,catholic,0.46,-0.287,1,-0.663
S391,1462,other,male,0.302,20.792,530,catholic,0.46,-0.287,1,-0.663
S392,1462,minority,male,-0.868,9.909,530,catholic,0.46,-0.287,1,-0.663
S393,1462,minority,male,-0.708,5.189,530,catholic,0.46,-0.287,1,-0.663
S394,1462,minority,male,-1.178,7.772,530,catholic,0.46,-0.287,1,-0.663
S395,1462,minority,male,-0.498,12.074,530,catholic,0.46,-0.287,1,-0.663
S396,1462,minority,male,0.032,15.103,530,catholic,0.46,-0.287,1,-0.663
S397,1462,minority,male,-1.318,11.252,530,catholic,0.46,-0.287,1,-0.663
S398,1462,minority,male,-1.948,1.283,530,catholic,0.46,-0.287,1,-0.663
S399,1462,minority,male,-0.738,16.975,530,catholic,0.46,-0.287,1,-0.663
S400,1462,minority,male,-0.558,8.762,530,catholic,0.46,-0.287,1,-0.663
S401,1462,minority,male,-0.518,6.789,530,catholic,0.46,-0.287,1,-0.663
S402,1462,minority,male,-1.098,12.283,530,catholic,0.46,-0.287,1,-0.663
S403,1462,minority,male,-0.778,11.479,530,catholic,0.46,-0.287,1,-0.663
S404,1462,minority,male,-1.068,9.071,530,catholic,0.46,-0.287,1,-0.663
S405,1462,minority,male,-0.388,9.474,530,catholic,0.46,-0.287,1,-0.663
S406,1462,minority,male,0.222,12.089,530,catholic,0.46,-0.287,1,-0.663
S407,1462,minority,male,0.112,16.534,530,catholic,0.46,-0.287,1,-0.663
S408,1462,minority,male,-0.528,6.331,530,catholic,0.46,-0.287,1,-0.663
S409,1462,minority,male,-0.398,10.386,530,catholic,0.46,-0.287,1,-0.663
S410,1462,minority,male,-0.358,8.163,530,catholic,0.46,-0.287,1,-0.663
S411,1462,minority,male,-0.598,18.801,530,catholic,0.46,-0.287,1,-0.663
S412,1462,minority,male,-1.708,22.581,530,catholic,0.46,-0.287,1,-0.663
S413,1462,minority,male,-0.268,16.095,530,catholic,0.46,-0.287,1,-0.663
S414,1462,minority,male,-2.058,5.321,530,catholic,0.46,-0.287,1,-0.663
S415,1462,minority,male,0.402,3.819,530,catholic,0.46,-0.287,1,-0.663
S416,1477,other,female,-0.178,14.15,531,catholic,0.81,-0.729,0,0.166
S417,1477,other,male,-0.108,3.976,531,catholic,0.81,-0.729,0,0.166
S418,1477,other,male,0.262,3.846,531,catholic,0.81,-0.729,0,0.166
S419,1477,minority,male,-0.358,5.238,531,catholic,0.81,-0.729,0,0.166
S420,1477,other,female,0.982,9.349,531,catholic,0.81,-0.729,0,0.166
S421,1477,other,female,0.462,23.765,531,catholic,0.81,-0.729,0,0.166
S422,1477,other,male,-0.208,22.84,531,catholic,0.81,-0.729,0,0.166
S423,1477,other,male,0.812,1.606,531,catholic,0.81,-0.729,0,0.166
S424,1477,other,female,-0.388,19.269,531,catholic,0.81,-0.729,0,0.166
S425,1477,other,male,0.282,17.191,531,catholic,0.81,-0.729,0,0.166
S426,1477,other,male,0.012,16.288,531,catholic,0.81,-0.729,0,0.166
S427,1477,other,male,0.392,7.106,531,catholic,0.81,-0.729,0,0.166
S428,1477,other,male,-1.068,20.714,531,catholic,0.81,-0.729,0,0.166
S429,1477,other,male,0.662,18.171,531,catholic,0.81,-0.729,0,0.166
S430,1477,other,female,0.002,21.951,531,catholic,0.81,-0.729,0,0.166
S431,1477,other,male,-0.388,-2.832,531,catholic,0.81,-0.729,0,0.166
S432,1477,other,male,1.222,20.246,531,catholic,0.81,-0.729,0,0.166
S433,1477,minority,female,-0.368,21.75,531,catholic,0.81,-0.729,0,0.166
S434,1477,other,female,-0.588,16.337,531,catholic,0.81,-0.729,0,0.166
S435,1477,other,female,0.642,16.061,531,catholic,0.81,-0.729,0,0.166
S436,1477,other,female,0.892,11.724,531,catholic,0.81,-0.729,0,0.166
S437,1477,other,female,1.152,19.401,531,catholic,0.81,-0.729,0,0.166
S438,1477,other,female,-0.518,2.186,531,catholic,0.81,-0.729,0,0.166
S439,1477,other,female,0.002,23.204,531,catholic,0.81,-0.729,0,0.166
S440,1477,other,male,0.202,12.755,531,catholic,0.81,-0.729,0,0.166
S441,1477,other,male,1.512,14.076,531,catholic,0.81,-0.729,0,0.166
S442,1477,other,male,-0.238,22.493,531,catholic,0.81,-0.729,0,0.166
S443,1477,other,male,0.022,22.714,531,catholic,0.81,-0.729,0,0.166
S444,1477,other,male,0.562,11.031,531,catholic,0.81,-0.729,0,0.166
S445,1477,other,female,-0.658,18.777,531,catholic,0.81,-0.729,0,0.166
S446,1477,other,male,0.352,24.107,531,catholic,0.81,-0.729,0,0.166
S447,1477,other,female,0.702,23.004,531,catholic,0.81,-0.729,0,0.166
S448,1477,minority,male,-0.588,8.136,531,catholic,0.81,-0.729,0,0.166
S449,1477,other,female,0.152,10.714,531,catholic,0.81,-0.729,0,0.166
S450,1477,other,female,-0.218,12.59,531,catholic,0.81,-0.729,0,0.166
S451,1477,other,male,0.932,14.732,531,catholic,0.81,-0.729,0,0.166
S452,1477,other,female,1.312,22.396,531,catholic,0.81,-0.729,0,0.166
S453,1477,other,male,0.352,16.304,531,catholic,0.81,-0.729,0,0.166
S454,1477,other,male,-0.748,16.19,531,catholic,0.81,-0.729,0,0.166
S455,1477,other,female,0.652,7.275,531,catholic,0.81,-0.729,0,0.166
S456,1477,other,female,0.652,14.809,531,catholic,0.81,-0.729,0,0.166
S457,1477,other,male,0.042,-0.203,531,catholic,0.81,-0.729,0,0.166
S458,1477,other,male,-0.808,17.967,531,catholic,0.81,-0.729,0,0.166
S459,1477,other,male,1.342,24.247,531,catholic,0.81,-0.729,0,0.166
S460,1477,other,female,1.512,6.946,531,catholic,0.81,-0.729,0,0.166
S461,1477,other,male,0.492,17.791,531,catholic,0.81,-0.729,0,0.166
S462,1477,other,female,0.152,8.856,531,catholic,0.81,-0.729,0,0.166
S463,1477,other,male,-0.818,10.349,531,catholic,0.81,-0.729,0,0.166
S464,1477,other,female,-0.918,9.44,531,catholic,0.81,-0.729,0,0.166
S465,1477,other,female,1.072,4.999,531,catholic,0.81,-0.729,0,0.166
S466,1477,other,female,0.252,7.873,531,catholic,0.81,-0.729,0,0.166
S467,1477,other,male,-0.548,17.007,531,catholic,0.81,-0.729,0,0.166
S468,1477,other,male,0.072,16.262,531,catholic,0.81,-0.729,0,0.166
S469,1477,other,female,-1.408,0.466,531,catholic,0.81,-0.729,0,0.166
S470,1477,other,male,0.052,18.887,531,catholic,0.81,-0.729,0,0.166
S471,1477,other,male,-0.118,24.812,531,catholic,0.81,-0.729,0,0.166
S472,1477,other,male,1.212,15.245,531,catholic,0.81,-0.729,0,0.166
S473,1477,other,female,-0.268,14.958,531,catholic,0.81,-0.729,0,0.166
S474,1477,other,male,-0.248,12.508,531,catholic,0.81,-0.729,0,0.166
S475,1477,other,male,0.632,21.853,531,catholic,0.81,-0.729,0,0.166
S476,1477,other,female,-0.158,20.844,531,catholic,0.81,-0.729,0,0.166
S477,1477,other,female,-0.208,5.418,531,catholic,0.81,-0.729,0,0.166
S478,1499,other,female,-0.678,5.608,1921,public,0.09,0.682,1,-0.46
S479,1499,other,female,-0.158,18.352,1921,public,0.09,0.682,1,-0.46
S480,1499,other,female,-0.468,5.949,1921,public,0.09,0.682,1,-0.46
S481,1499,minority,female,-0.148,-1.462,1921,public,0.09,0.682,1,-0.46
S482,1499,minority,female,-0.928,4.087,1921,public,0.09,0.682,1,-0.46
S483,1499,other,female,-0.218,10.258,1921,public,0.09,0.682,1,-0.46
S484,1499,other,male,0.662,21.791,1921,public,0.09,0.682,1,-0.46
S485,1499,other,male,-0.228,1.365,1921,public,0.09,0.682,1,-0.46
S486,1499,other,female,-0.368,1.73,1921,public,0.09,0.682,1,-0.46
S487,1499,minority,female,0.342,5.093,1921,public,0.09,0.682,1,-0.46
S488,1499,other,male,0.692,17.572,1921,public,0.09,0.682,1,-0.46
S489,1499,minority,male,-0.898,11.211,1921,public,0.09,0.682,1,-0.46
S490,1499,minority,female,-0.578,6.018,1921,public,0.09,0.682,1,-0.46
S491,1499,other,female,-1.178,6.394,1921,public,0.09,0.682,1,-0.46
S492,1499,minority,male,-1.608,14.681,1921,public,0.09,0.682,1,-0.46
S493,1499,minority,male,-1.048,11.868,1921,public,0.09,0.682,1,-0.46
S494,1499,minority,female,0.382,2.404,1921,public,0.09,0.682,1,-0.46
S495,1499,other,female,-0.958,2.042,1921,public,0.09,0.682,1,-0.46
S496,1499,minority,female,0.432,11.685,1921,public,0.09,0.682,1,-0.46
S497,1499,minority,male,-1.808,-0.818,1921,public,0.09,0.682,1,-0.46
S498,1499,minority,female,-1.068,6.718,1921,public,0.09,0.682,1,-0.46
S499,1499,other,female,-0.008,13.72,1921,public,0.09,0.682,1,-0.46
S500,1499,other,male,0.222,21.907,1921,public,0.09,0.682,1,-0.46
S501,1499,other,female,-0.498,-2.195,1921,public,0.09,0.682,1,-0.46
S502,1499,other,female,-0.258,8.519,1921,public,0.09,0.682,1,-0.46
S503,1499,minority,female,-1.788,1.679,1921,public,0.09,0.682,1,-0.46
S504,1499,other,female,-0.648,-1.744,1921,public,0.09,0.682,1,-0.46
S505,1499,other,female,-0.178,6.795,1921,public,0.09,0.682,1,-0.46
S506,1499,minority,female,-1.078,4.179,1921,public,0.09,0.682,1,-0.46
S507,1499,other,male,-0.398,7.709,1921,public,0.09,0.682,1,-0.46
S508,1499,other,female,0.832,5.35,1921,public,0.09,0.682,1,-0.46
S509,1499,minority,female,-0.678,0.259,1921,public,0.09,0.682,1,-0.46
S510,1499,minority,male,-0.348,7.983,1921,public,0.09,0.682,1,-0.46
S511,1499,other,male,0.192,9.901,1921,public,0.09,0.682,1,-0.46
S512,1499,minority,female,-1.468,2.497,1921,public,0.09,0.682,1,-0.46
S513,1499,other,female,0.362,23.542,1921,public,0.09,0.682,1,-0.46
S514,1499,minority,female,-0.328,13.571,1921,public,0.09,0.682,1,-0.46
S515,1499,other,female,-0.148,21.421,1921,public,0.09,0.682,1,-0.46
S516,1499,other,female,-0.938,3.676,1921,public,0.09,0.682,1,-0.46
S517,1499,minority,male,-0.018,4.856,1921,public,0.09,0.682,1,-0.46
S518,1499,other,female,0.842,14.056,1921,public,0.09,0.682,1,-0.46
S519,1499,minority,male,-1.598,1.67,1921,public,0.09,0.682,1,-0.46
S520,1499,other,male,-0.218,8.401,1921,public,0.09,0.682,1,-0.46
S521,1499,minority,male,-1.068,10.964,1921,public,0.09,0.682,1,-0.46
S522,1499,other,male,-0.628,11.955,1921,public,0.09,0.682,1,-0.46
S523,1499,minority,female,-1.068,1.647,1921,public,0.09,0.682,1,-0.46
S524,1499,other,female,-1.118,4.267,1921,public,0.09,0.682,1,-0.46
S525,1499,other,male,-0.228,5.376,1921,public,0.09,0.682,1,-0.46
S526,1499,other,male,0.282,6.672,1921,public,0.09,0.682,1,-0.46
S527,1499,minority,female,-1.818,8.532,1921,public,0.09,0.682,1,-0.46
S528,1499,other,female,0.542,5.681,1921,public,0.09,0.682,1,-0.46
S529,1499,minority,male,-1.718,2.727,1921,public,0.09,0.682,1,-0.46
S530,1499,other,male,0.102,7.88,1921,public,0.09,0.682,1,-0.46
S531,1637,other,male,-0.158,4.213,100,public,0.1,1.215,1,-0.699
S532,1637,minority,male,-0.658,10.524,100,public,0.1,1.215,1,-0.699
S533,1637,other,male,0.622,5.571,100,public,0.1,1.215,1,-0.699
S534,1637,minority,female,-1.748,4.062,100,public,0.1,1.215,1,-0.699
S535,1637,other,male,0.232,9.826,100,public,0.1,1.215,1,-0.699
S536,1637,minority,female,-0.368,-0.538,100,public,0.1,1.215,1,-0.699
S537,1637,minority,female,-0.388,7.032,100,public,0.1,1.215,1,-0.699
S538,1637,minority,male,-1.238,-1.437,100,public,0.1,1.215,1,-0.699
S539,1637,other,male,-0.968,3.77,100,public,0.1,1.215,1,-0.699
S540,1637,minority,female,-0.498,6.689,100,public,0.1,1.215,1,-0.699
S541,1637,minority,female,-0.028,-2.832,100,public,0.1,1.215,1,-0.699
S542,1637,minority,male,-1.688,1.74,100,public,0.1,1.215,1,-0.699
S543,1637,minority,female,-0.648,4.814,100,public,0.1,1.215,1,-0.699
S544,1637,minority,female,-0.688,7.723,100,public,0.1,1.215,1,-0.699
S545,1637,minority,female,-1.408,3.595,100,public,0.1,1.215,1,-0.699
S546,1637,other,male,0.742,24.993,100,public,0.1,1.215,1,-0.699
S547,1637,minority,male,-1.948,17.621,100,public,0.1,1.215,1,-0.699
S548,1637,other,female,-0.688,18.052,100,public,0.1,1.215,1,-0.699
S549,1637,minority,female,-1.518,7.138,100,public,0.1,1.215,1,-0.699
S550,1637,minority,female,-0.758,2.202,100,public,0.1,1.215,1,-0.699
S551,1637,other,female,-1.278,6.065,100,public,0.1,1.215,1,-0.699
S552,1637,minority,female,-1.548,11.613,100,public,0.1,1.215,1,-0.699
S553,1637,minority,female,-0.708,-1.211,100,public,0.1,1.215,1,-0.699
S554,1637,minority,female,0.242,14.536,100,public,0.1,1.215,1,-0.699
S555,1637,minority,male,-1.748,-2.374,100,public,0.1,1.215,1,-0.699
S556,1637,other,female,0.362,20.394,100,public,0.1,1.215,1,-0.699
S557,1637,minority,male,-0.568,5.87,100,public,0.1,1.215,1,-0.699
S558,1906,minority,female,0.132,14.449,400,catholic,0.87,-0.939,0,0.518
S559,1906,other,female,0.382,20.455,400,catholic,0.87,-0.939,0,0.518
S560,1906,other,female,1.082,22.826,400,catholic,0.87,-0.939,0,0.518
S561,1906,other,female,-0.538,16.801,400,catholic,0.87,-0.939,0,0.518
S562,1906,minority,female,0.992,9.995,400,catholic,0.87,-0.939,0,0.518
S563,1906,other,female,-0.588,23.482,400,catholic,0.87,-0.939,0,0.518
S564,1906,other,male,0.822,17.985,400,catholic,0.87,-0.939,0,0.518
S565,1906,other,male,0.702,14.63,400,catholic,0.87,-0.939,0,0.518
S566,1906,other,male,1.012,16.667,400,catholic,0.87,-0.939,0,0.518
S567,1906,other,male,0.602,14.171,400,catholic,0.87,-0.939,0,0.518
S568,1906,other,female,-0.298,20.115,400,catholic,0.87,-0.939,0,0.518
S569,1906,other,female,-0.518,4.805,400,catholic,0.87,-0.939,0,0.518
S570,1906,other,male,0.592,22.107,400,catholic,0.87,-0.939,0,0.518
S571,1906,other,female,0.382,21.122,400,catholic,0.87,-0.939,0,0.518
S572,1906,other,female,0.152,10.484,400,catholic,0.87,-0.939,0,0.518
S573,1906,other,female,-0.088,21.028,400,catholic,0.87,-0.939,0,0.518
S574,1906,other,male,0.202,24.457,400,catholic,0.87,-0.939,0,0.518
S575,1906,other,male,-0.278,0.901,400,catholic,0.87,-0.939,0,0.518
S576,1906,minority,male,-0.508,13.83,400,catholic,0.87,-0.939,0,0.518
S577,1906,other,male,1.512,23.345,400,catholic,0.87,-0.939,0,0.518
S578,1906,other,male,1.122,22.222,400,catholic,0.87,-0.939,0,0.518
S579,1906,other,male,1.512,7.865,400,catholic,0.87,-0.939,0,0.518
S580,1906,other,female,-0.068,14.798,400,catholic,0.87,-0.939,0,0.518
S581,1906,other,female,0.462,11.586,400,catholic,0.87,-0.939,0,0.518
S582,1906,other,female,0.362,7.297,400,catholic,0.87,-0.939,0,0.518
S583,1906,other,male,1.082,21.556,400,catholic,0.87,-0.939,0,0.518
S584,1906,other,female,1.512,18.386,400,catholic,0.87,-0.939,0,0.518
S585,1906,other,male,0.802,23.062,400,catholic,0.87,-0.939,0,0.518
S586,1906,other,male,0.272,12.15,400,catholic,0.87,-0.939,0,0.518
S587,1906,other,male,1.152,24.247,400,catholic,0.87,-0.939,0,0.518
S588,1906,other,female,1.122,18.531,400,catholic,0.87,-0.939,0,0.518
S589,1906,other,male,-0.138,4.94,400,catholic,0.87,-0.939,0,0.518
S590,1906,other,female,0.292,7.663,400,catholic,0.87,-0.939,0,0.518
S591,1906,other,male,0.272,16.426,400,catholic,0.87,-0.939,0,0.518
S592,1906,other,female,-0.138,24.479,400,catholic,0.87,-0.939,0,0.518
S593,1906,other,male,1.292,22.59,400,catholic,0.87,-0.939,0,0.518
S594,1906,other,male,1.422,18.189,400,catholic,0.87,-0.939,0,0.518
S595,1906,other,male,0.952,15.602,400,catholic,0.87,-0.939,0,0.518
S596,1906,minority,male,0.002,11.04,400,catholic,0.87,-0.939,0,0.518
S597,1906,other,female,0.532,12.916,400,catholic,0.87,-0.939,0,0.518
S598,1906,other,female,1.512,6.992,400,catholic,0.87,-0.939,0,0.518
S599,1906,other,female,1.012,24.479,400,catholic,0.87,-0.939,0,0.518
S600,1906,other,male,-0.378,8.609,400,catholic,0.87,-0.939,0,0.518
S601,1906,other,female,0.632,12.152,400,catholic,0.87,-0.939,0,0.518
S602,1906,other,female,0.892,21.572,400,catholic,0.87,-0.939,0,0.518
S603,1906,other,female,1.292,17.926,400,catholic,0.87,-0.939,0,0.518
S604,1906,minority,male,0.282,-1.603,400,catholic,0.87,-0.939,0,0.518
S605,1906,other,male,0.102,23.231,400,catholic,0.87,-0.939,0,0.518
S606,1906,other,female,1.012,10.257,400,catholic,0.87,-0.939,0,0.518
S607,1906,other,female,-0.048,20.194,400,catholic,0.87,-0.939,0,0.518
S608,1906,other,female,1.012,16.312,400,catholic,0.87,-0.939,0,0.518
S609,1906,other,male,0.412,17.127,400,catholic,0.87,-0.939,0,0.518
S610,1906,other,male,-0.188,20.66,400,catholic,0.87,-0.939,0,0.518
S611,1909,other,male,0.482,12.165,1357,public,0.45,0.875,0,0.254
S612,1909,other,female,0.272,18.478,1357,public,0.45,0.875,0,0.254
S613,1909,other,female,-1.288,7.892,1357,public,0.45,0.875,0,0.254
S614,1909,other,male,0.762,8.645,1357,public,0.45,0.875,0,0.254
S615,1909,other,female,0.642,17.342,1357,public,0.45,0.875,0,0.254
S616,1909,other,male,1.172,8.357,1357,public,0.45,0.875,0,0.254
S617,1909,other,female,0.182,13.907,1357,public,0.45,0.875,0,0.254
S618,1909,other,male,0.972,23.096,1357,public,0.45,0.875,0,0.254
S619,1909,other,male,-0.028,7.539,1357,public,0.45,0.875,0,0.254
S620,1909,other,male,1.022,23.286,1357,public,0.45,0.875,0,0.254
S621,1909,other,female,0.892,14.593,1357,public,0.45,0.875,0,0.254
S622,1909,other,male,-0.018,22.053,1357,public,0.45,0.875,0,0.254
S623,1909,other,male,-0.478,12.5,1357,public,0.45,0.875,0,0.254
S624,1909,other,male,1.512,23.93,1357,public,0.45,0.875,0,0.254
S625,1909,other,female,-0.138,4.605,1357,public,0.45,0.875,0,0.254
S626,1909,other,female,-0.718,15.322,1357,public,0.45,0.875,0,0.254
S627,1909,other,male,-0.738,5.69,1357,public,0.45,0.875,0,0.254
S628,1909,other,female,-0.148,18.638,1357,public,0.45,0.875,0,0.254
S629,1909,other,female,0.892,17.06,1357,public,0.45,0.875,0,0.254
S630,1909,other,male,0.532,19.385,1357,public,0.45,0.875,0,0.254
S631,1909,other,male,-0.178,17.416,1357,public,0.45,0.875,0,0.254
S632,1909,other,male,-0.118,20.664,1357,public,0.45,0.875,0,0.254
S633,1909,other,female,0.312,22.585,1357,public,0.45,0.875,0,0.254
S634,1909,other,male,-0.258,16,1357,public,0.45,0.875,0,0.254
S635,1909,other,male,0.682,7.327,1357,public,0.45,0.875,0,0.254
S636,1909,other,male,0.332,12.279,1357,public,0.45,0.875,0,0.254
S637,1909,other,male,1.362,8.132,1357,public,0.45,0.875,0,0.254
S638,1909,other,female,-0.968,4.967,1357,public,0.45,0.875,0,0.254
S639,1942,other,female,0.802,16.387,959,public,0.78,0.159,0,0.688
S640,1942,other,female,1.072,24.993,959,public,0.78,0.159,0,0.688
S641,1942,other,female,0.702,21.084,959,public,0.78,0.159,0,0.688
S642,1942,minority,male,0.922,22.337,959,public,0.78,0.159,0,0.688
S643,1942,other,male,1.372,12.398,959,public,0.78,0.159,0,0.688
S644,1942,other,male,0.412,24.041,959,public,0.78,0.159,0,0.688
S645,1942,other,male,1.162,23.856,959,public,0.78,0.159,0,0.688
S646,1942,other,male,-0.568,20.514,959,public,0.78,0.159,0,0.688
S647,1942,other,female,1.282,23.023,959,public,0.78,0.159,0,0.688
S648,1942,other,female,0.052,11.015,959,public,0.78,0.159,0,0.688
S649,1942,other,male,0.552,15.63,959,public,0.78,0.159,0,0.688
S650,1942,other,female,1.052,23.613,959,public,0.78,0.159,0,0.688
S651,1942,other,female,1.192,16.903,959,public,0.78,0.159,0,0.688
S652,1942,other,male,0.312,13.926,959,public,0.78,0.159,0,0.688
S653,1942,other,male,1.152,17.344,959,public,0.78,0.159,0,0.688
S654,1942,other,female,0.212,20.979,959,public,0.78,0.159,0,0.688
S655,1942,other,male,0.902,11.204,959,public,0.78,0.159,0,0.688
S656,1942,other,male,1.032,22.116,959,public,0.78,0.159,0,0.688
S657,1942,other,female,0.002,9.468,959,public,0.78,0.159,0,0.688
S658,1942,other,female,0.132,18.211,959,public,0.78,0.159,0,0.688
S659,1942,other,male,-0.298,22.681,959,public,0.78,0.159,0,0.688
S660,1942,other,female,0.442,21.991,959,public,0.78,0.159,0,0.688
S661,1942,other,female,0.642,14.13,959,public,0.78,0.159,0,0.688
S662,1942,other,female,1.242,20.088,959,public,0.78,0.159,0,0.688
S663,1942,other,male,1.192,24.479,959,public,0.78,0.159,0,0.688
S664,1942,other,female,0.442,22.288,959,public,0.78,0.159,0,0.688
